Year,Species,Number,Whole_Wt_ metric_tons,Region,Management Area,RI_Area
2001,Sockeye,32007,84.65,Southeastern,D,SEAK
1997,Chinook,18735,84.76,Westward,K,Kod
2013,Chinook,10836,85.05,Central,E,PWS
2001,Coho,22164,85.24,Westward,M,WAK
1995,Sockeye,45091,85.35,Southeastern,D,SEAK
2015,Chinook,11676,86.01,Central,H,CI
2009,Chinook,10760,86.06,Central,E,PWS
2014,Pink,54761,86.16,A-Y-K,Y,WAK
2003,Chinook,18603,86.34,Westward,K,Kod
2008,Pink,76435,86.48,A-Y-K,Z,WAK
1998,Chum,28654,87.07,A-Y-K,Y,WAK
1989,Chinook,10948,87.12,Westward,M,WAK
2002,Chinook,19320,87.44,Westward,K,Kod
2000,Sockeye,33386,87.49,Southeastern,D,SEAK
2011,Sockeye,33623,88.33,Southeastern,D,SEAK
1998,Chinook,9198,88.64,Central,H,CI
1995,Pink,81644,89.87,A-Y-K,Z,WAK
1994,Chinook,23295,90.05,Southeastern,C,SEAK
2014,Chinook,11660,90.37,Central,E,PWS
2010,Chinook,11003,91.27,Central,E,PWS
1985,Sockeye,32417,92.02,Southeastern,D,SEAK
1986,Chinook,11751,92.31,Westward,M,WAK
2010,Chinook,9990,93.62,Central,H,CI
2002,Pink,66050,93.74,Westward,L,SPen
1986,Pink,65251,94.6,Westward,M,WAK
2000,Pink,58719,94.74,Central,T,WAK
1996,Chinook,36888,96.85,Southeastern,A,SEAK
1999,Coho,32594,97.06,A-Y-K,W,WAK
1993,Chinook,14413,97.3,Westward,M,SPen
2015,Pink,62935,97.84,A-Y-K,Z,WAK
2013,Chinook,14487,97.88,Central,T,WAK
2004,Pink,52631,98.27,Central,T,WAK
2003,Chinook,16014,98.7,A-Y-K,W,WAK
2003,Chum,25763,98.92,A-Y-K,X,WAK
2006,Chinook,20383,100.43,Westward,K,Kod
2011,Chinook,18563,101.19,A-Y-K,W,WAK
1997,Chinook,12573,101.99,A-Y-K,Z,WAK
1990,Chinook,12322,102.29,Westward,M,WAK
1992,Chinook,13144,102.36,Westward,M,WAK
2012,Coho,33316,102.42,Westward,L,SPen
2013,Coho,32312,102.74,Westward,L,SPen
1988,Pink,74604,102.95,A-Y-K,Z,WAK
1998,Sockeye,59130,103.14,Southeastern,D,SEAK
2011,Chinook,11391,103.88,Central,H,CI
1990,Chinook,18808,104.03,Westward,K,Kod
2013,Coho,27482,104.2,Westward,M,WAK
1999,Chinook,18299,105.46,Westward,K,Kod
1998,Coho,29623,105.55,A-Y-K,Z,WAK
1993,Chinook,19515,106.26,Westward,L,SPen
1997,Chinook,19673,106.55,Southeastern,C,SEAK
1997,Coho,32284,106.59,A-Y-K,Z,WAK
2014,Chinook,15901,107.13,Central,T,WAK
1994,Chinook,40636,107.45,Southeastern,B,SEAK
1999,Chinook,18939,108.14,Southeastern,B,SEAK
2009,Chum,34122,109.09,A-Y-K,Z,WAK
1990,Chinook,16522,109.99,Westward,M,SPen
2014,Chum,37046,110.12,A-Y-K,W,WAK
1996,Sockeye,61546,111.03,Southeastern,D,SEAK
2012,Coho,37056,111.17,A-Y-K,Z,WAK
1997,Sockeye,47751,111.3,Southeastern,D,SEAK
1986,Coho,35624,111.39,A-Y-K,Z,WAK
1997,Chinook,26685,111.48,Southeastern,B,SEAK
1998,Chinook,17349,113.07,Westward,K,Kod
2003,Chum,36225,113.12,A-Y-K,W,WAK
2010,Chinook,19016,113.26,A-Y-K,W,WAK
1997,Chum,34103,114.76,A-Y-K,Z,WAK
2012,Coho,37274,115.57,Westward,M,WAK
1997,Coho,35364,115.92,A-Y-K,Y,WAK
1995,Chinook,18704,116.91,Westward,K,Kod
2008,Coho,38163,117.1,A-Y-K,Y,WAK
2002,Coho,28755,117.12,Westward,M,WAK
1987,Chinook,14186,117.59,Westward,M,WAK
2015,Coho,37755,118.48,Central,T,WAK
2012,Chinook,13159,119.09,Central,E,PWS
2003,Chum,38862,119.47,Westward,M,WAK
1994,Chinook,40943,119.53,Southeastern,A,SEAK
2013,Chinook,34620,119.74,Westward,K,Kod
2012,Chinook,19582,122,Central,T,WAK
1991,Chinook,22234,122.43,Westward,K,Kod
2008,Chinook,12407,122.48,Central,E,PWS
2002,Chum,35025,124.96,A-Y-K,W,WAK
1988,Coho,37247,127.3,A-Y-K,Z,WAK
1993,Coho,43291,130.56,A-Y-K,Z,WAK
2001,Chinook,14384,130.73,A-Y-K,W,WAK
1990,Coho,43632,131.17,A-Y-K,Y,WAK
2004,Coho,33953,131.2,Westward,M,WAK
2003,Coho,43255,131.66,Central,T,WAK
1995,Chum,42898,131.74,A-Y-K,Z,WAK
1988,Chinook,16805,132.11,Westward,M,WAK
2006,Coho,39221,132.46,Westward,L,SPen
1999,Chinook,25629,133.74,Southeastern,A,SEAK
1988,Chinook,22394,134.29,Westward,K,Kod
2009,Chinook,22563,134.43,A-Y-K,W,WAK
1989,Chum,42625,134.79,A-Y-K,Z,WAK
1986,Coho,47281,135.95,A-Y-K,Y,WAK
2004,Coho,42016,137.16,A-Y-K,Z,WAK
2000,Chinook,18214,137.71,Southeastern,B,SEAK
2002,Chinook,14278,138.57,Central,H,CI
2000,Coho,44409,139.51,A-Y-K,Z,WAK
2008,Chinook,24378,139.73,A-Y-K,W,WAK
1991,Chinook,14967,139.78,Central,H,CI
1994,Pink,85089,140.06,A-Y-K,W,WAK
1994,Sockeye,66257,140.52,Southeastern,D,SEAK
1993,Sockeye,66087,142.81,Southeastern,D,SEAK
1994,Chinook,22576,142.88,Westward,K,Kod
2015,Sockeye,61079,143.02,Southeastern,D,SEAK
2005,Chum,42575,143.57,Westward,M,WAK
2008,Chinook,13626,144.29,Central,H,CI
1995,Coho,46251,144.71,A-Y-K,Y,WAK
2000,Chinook,21416,146.14,Southeastern,C,SEAK
2007,Chinook,23185,148.62,A-Y-K,W,WAK
1995,Coho,49444,149.61,Central,T,WAK
2001,Chinook,23843,150.09,Westward,K,Kod
2004,Chinook,28907,150.19,Westward,K,Kod
2007,Coho,45773,150.33,A-Y-K,Y,WAK
2013,Sockeye,52144,150.51,A-Y-K,W,WAK
1997,Chinook,31970,151.86,Southeastern,A,SEAK
2007,Coho,52037,152,Central,T,WAK
1989,Coho,44091,152.7,A-Y-K,Z,WAK
1999,Chum,50120,153.48,Westward,M,WAK
1992,Pink,86294,153.48,A-Y-K,W,WAK
1994,Pink,89907,154.04,Central,T,WAK
2015,Chinook,53741,154.28,Westward,M,SPen
1994,Chinook,18647,156.23,Westward,M,WAK
2015,Sockeye,56260,156.46,A-Y-K,W,WAK
1999,Coho,53907,156.5,Westward,M,WAK
2006,Chinook,25212,156.74,A-Y-K,W,WAK
1992,Chinook,24299,157.76,Westward,K,Kod
1993,Chum,54448,160.3,A-Y-K,Z,WAK
1995,Coho,47862,161.57,A-Y-K,Z,WAK
2004,Chum,52078,161.73,A-Y-K,W,WAK
1996,Chinook,22760,161.97,A-Y-K,W,WAK
1986,Chinook,26900,162.66,Southeastern,C,SEAK
2002,Coho,49372,163.65,Westward,L,SPen
2000,Chinook,23019,163.65,Central,T,WAK
2002,Chinook,22371,164.21,Southeastern,C,SEAK
2006,Chinook,18790,164.33,Central,H,CI
1999,Chinook,16154,164.95,Central,H,CI
1997,Coho,50463,166.11,Central,T,WAK
1999,Chum,51765,166.37,A-Y-K,Y,WAK
1995,Chinook,17453,166.37,Westward,M,SPen
2004,Chinook,30254,166.66,A-Y-K,W,WAK
2007,Chinook,18160,167.17,Central,H,CI
2000,Pink,166548,167.74,A-Y-K,Z,WAK
1995,Chinook,36477,167.74,Southeastern,A,SEAK
2002,Chum,51148,169.15,Westward,M,WAK
1989,Chinook,27108,171.64,Southeastern,C,SEAK
1997,Chinook,14559,173.66,Central,H,CI
2008,Chinook,25006,173.94,Central,T,WAK
1999,Chinook,26929,174.3,Central,T,WAK
2009,Coho,59440,174.8,Central,T,WAK
1990,Chinook,17671,174.88,Central,H,CI
2000,Chum,50607,174.99,A-Y-K,W,WAK
1998,Chinook,31224,176.15,Southeastern,B,SEAK
1999,Chinook,25117,176.36,A-Y-K,W,WAK
2013,Chinook,28233,176.73,Southeastern,A,SEAK
2006,Coho,64942,177.13,A-Y-K,Y,WAK
2003,Chinook,19711,178.18,Central,H,CI
2011,Chinook,20462,179.56,Central,E,PWS
1992,Chinook,26864,181.19,Southeastern,C,SEAK
1993,Chinook,29151,183.18,A-Y-K,W,WAK
1992,Chinook,28130,184.3,Southeastern,A,SEAK
2002,Chum,54559,184.48,Westward,L,SPen
2000,Chinook,26175,185.31,A-Y-K,W,WAK
2013,Coho,53915,185.86,A-Y-K,Z,WAK
1985,Coho,57656,187.84,A-Y-K,Y,WAK
1996,Coho,54371,188.02,A-Y-K,Y,WAK
2005,Coho,66291,188.34,A-Y-K,Y,WAK
2001,Chinook,23501,188.64,Southeastern,C,SEAK
2015,Chinook,24546,188.88,Central,E,PWS
2004,Chum,51077,190.08,A-Y-K,X,WAK
1985,Chinook,19491,190.21,A-Y-K,Z,WAK
2004,Sockeye,63536,190.62,A-Y-K,W,WAK
1996,Chinook,15496,191.87,Central,H,CI
1998,Chinook,33585,192.66,Southeastern,A,SEAK
1993,Pink,163176,192.87,A-Y-K,Z,WAK
1990,Coho,56712,193.64,A-Y-K,Z,WAK
2012,Chum,63177,193.97,A-Y-K,Z,WAK
2011,Coho,58917,194.36,A-Y-K,Z,WAK
2001,Chinook,24666,195.28,Central,T,WAK
1985,Chinook,23568,197.43,Westward,M,WAK
1985,Chinook,35457,197.82,Southeastern,C,SEAK
1988,Chinook,31305,200.83,Southeastern,C,SEAK
1993,Chinook,23585,201.25,Westward,M,WAK
1998,Chum,55907,202.87,A-Y-K,X,WAK
2003,Coho,53142,203.24,Westward,M,WAK
1993,Chinook,28736,203.58,Southeastern,C,SEAK
2003,Chum,64044,203.81,Westward,L,SPen
2006,Chum,61630,204.43,Westward,L,SPen
2001,Sockeye,59545,204.59,A-Y-K,W,WAK
2012,Pink,137706,205.13,Westward,L,SPen
2010,Chinook,33352,206.22,Central,T,WAK
2013,Coho,66210,206.32,A-Y-K,Y,WAK
1992,Chinook,20188,206.43,Central,H,CI
1994,Chinook,29195,206.78,A-Y-K,W,WAK
1987,Coho,65403,206.94,Central,T,WAK
2012,Coho,77014,207.61,A-Y-K,Y,WAK
2005,Chinook,31571,207.82,A-Y-K,W,WAK
2014,Chum,55152,207.97,Westward,L,SPen
2009,Chinook,30513,208.57,Southeastern,C,SEAK
2008,Sockeye,70156,209.32,Southeastern,C,SEAK
2015,Coho,57178,209.56,Westward,M,WAK
2003,Sockeye,63646,209.61,A-Y-K,W,WAK
2011,Chinook,36559,210.43,Central,T,WAK
2014,Sockeye,82114,210.74,A-Y-K,W,WAK
1988,Coho,60031,212.48,Southeastern,C,SEAK
1991,Coho,63647,212.96,A-Y-K,Z,WAK
2009,Chinook,31579,213.05,Central,T,WAK
2000,Chinook,28244,213.56,Southeastern,A,SEAK
1991,Chinook,30440,213.71,Central,T,WAK
2010,Coho,62079,214.52,A-Y-K,Z,WAK
1993,Coho,64376,218.38,Westward,M,WAK
1990,Chum,65123,218.66,A-Y-K,Z,WAK
2002,Chinook,24664,219.38,A-Y-K,Y,WAK
2014,Pink,133444,219.74,Westward,M,WAK
1997,Chum,67980,223.34,A-Y-K,W,WAK
2012,Pink,205546,223.38,A-Y-K,Z,WAK
1996,Chum,67956,223.74,Westward,M,WAK
2010,Coho,62161,224.7,Westward,M,WAK
2012,Chinook,35158,224.84,Southeastern,A,SEAK
1993,Chinook,41029,225.39,Westward,K,Kod
1998,Chum,69516,225.53,Westward,M,WAK
2004,Coho,72385,227.47,Central,T,WAK
2001,Chinook,29458,227.58,Southeastern,A,SEAK
1993,Coho,72729,227.71,Central,T,WAK
2011,Sockeye,76993,227.78,A-Y-K,W,WAK
2015,Chinook,38227,228.06,Southeastern,A,SEAK
2012,Sockeye,81919.6,230.02,Southeastern,C,SEAK
2006,Coho,79465,231.62,Central,T,WAK
2010,Chinook,32154,233.38,Southeastern,A,SEAK
2011,Coho,77083,234.28,A-Y-K,Y,WAK
2009,Coho,67625,235,Westward,M,WAK
2011,Coho,76792,235.67,Westward,L,SPen
2005,Coho,74556,237.19,Central,T,WAK
2015,Coho,82054,237.48,Westward,L,SPen
2002,Sockeye,84522,238.14,Southeastern,C,SEAK
1987,Coho,74361,239.48,Southeastern,C,SEAK
1995,Chinook,21588,240.9,Central,H,CI
1987,Chinook,38601,240.96,Southeastern,C,SEAK
1999,Chum,73022,240.97,A-Y-K,W,WAK
1999,Sockeye,81763,241.93,A-Y-K,W,WAK
1996,Pink,189068,243.22,Westward,L,SPen
2012,Chinook,37871,243.55,Southeastern,C,SEAK
1994,Chum,84528,244.05,Westward,M,WAK
2011,Chinook,38911,244.39,Southeastern,A,SEAK
2006,Pink,145595,245.81,Central,T,WAK
2007,Coho,73277,246.65,Westward,L,SPen
2010,Coho,77641,248.2,A-Y-K,W,WAK
1994,Chum,96921,248.59,A-Y-K,Y,WAK
1993,Chinook,22647,249.27,Central,H,CI
1994,Chinook,117751,249.64,Southeastern,D,SEAK
2003,Chinook,34594,251.17,Southeastern,C,SEAK
2012,Coho,91966,251.24,Westward,M,SPen
2011,Coho,97481,252.63,Central,H,CI
1989,Coho,68233,253.62,Westward,L,SPen
2007,Coho,69015,255.17,Westward,M,WAK
2010,Chinook,36030,255.36,Southeastern,C,SEAK
2014,Pink,182406,256.89,A-Y-K,Z,WAK
1993,Chinook,40799,257.04,Southeastern,A,SEAK
1990,Chinook,22163,258.55,Central,E,PWS
2007,Chum,84105,259.89,A-Y-K,W,WAK
1990,Chinook,33993,261.83,Central,T,WAK
2007,Chum,79394,262.9,Central,H,CI
2011,Chinook,41333,263.72,Southeastern,C,SEAK
2012,Pink,174417,264.96,Westward,M,WAK
2015,Chinook,57334,268.52,Central,T,WAK
1996,Coho,70458,269.17,A-Y-K,Z,WAK
1992,Chum,83394,270.04,A-Y-K,Z,WAK
1989,Sockeye,82628,270.77,A-Y-K,W,WAK
1991,Chum,86871,270.92,A-Y-K,Z,WAK
1989,Coho,85483,271.24,A-Y-K,Y,WAK
2005,Coho,71194,273.21,Westward,M,WAK
1993,Chum,71071,273.43,A-Y-K,X,WAK
2005,Chinook,32325,273.44,A-Y-K,Y,WAK
2005,Chum,89695,274.05,A-Y-K,W,WAK
2007,Chinook,34696,277.1,A-Y-K,Y,WAK
2005,Pink,194045,277.55,Westward,L,SPen
1999,Coho,89610,280.01,Westward,L,SPen
2012,Sockeye,91591,280.58,A-Y-K,W,WAK
2005,Chum,75971,281.94,A-Y-K,X,WAK
2012,Coho,116283,286.5,Central,T,WAK
1998,Chinook,44402,286.74,A-Y-K,W,WAK
1997,Coho,83116,289.16,Central,E,PWS
1996,Chum,79910,290.13,A-Y-K,X,WAK
2000,Coho,83735,290.84,Westward,M,WAK
1985,Pink,160128,291.99,Westward,L,SPen
2006,Chinook,31634,292.85,Central,E,PWS
1988,Sockeye,102527,293.08,Southeastern,C,SEAK
1993,Chum,98405,293.44,A-Y-K,Y,WAK
1994,Chinook,21195,294.06,Central,H,CI
2007,Chum,78553,294.09,Westward,L,SPen
2008,Sockeye,106166,296.85,Southeastern,B,SEAK
2015,Chum,101017,297.63,Westward,L,SPen
2012,Coho,109196,298.18,Central,H,CI
2006,Chum,98568,298.6,A-Y-K,W,WAK
2000,Chum,93700,299.91,Westward,M,WAK
2005,Coho,85523,299.94,A-Y-K,Z,WAK
2013,Sockeye,108971,302.52,Southeastern,C,SEAK
1993,Chum,103283,303.27,A-Y-K,W,WAK
2014,Sockeye,109728,303.77,Southeastern,C,SEAK
2014,Chinook,46162,304.14,Southeastern,C,SEAK
1993,Chinook,32005,306.25,Central,E,PWS
2013,Chinook,48292,306.92,Southeastern,C,SEAK
2008,Chinook,40330,307.68,Southeastern,C,SEAK
1997,Chum,97380,307.77,Westward,M,WAK
2009,Coho,87041,308.18,A-Y-K,Z,WAK
1989,Chinook,28985,308.51,Central,H,CI
1995,Chum,99294,310.36,Westward,M,WAK
2008,Chinook,42271,312.13,Southeastern,A,SEAK
2000,Chinook,33153,312.46,Central,E,PWS
2004,Chinook,28616,315.03,Central,H,CI
1985,Chinook,25097,315.17,Central,H,CI
1988,Coho,98142,316.74,A-Y-K,Y,WAK
2005,Chinook,28315,316.75,Central,H,CI
2006,Coho,93957,318.77,Westward,M,WAK
2008,Chum,101341,319.2,A-Y-K,W,WAK
2014,Coho,105168,323.34,A-Y-K,Y,WAK
1991,Coho,106151,330.92,A-Y-K,Y,WAK
2010,Coho,108978,331,Central,T,WAK
1987,Chum,102501,332,A-Y-K,Z,WAK
2009,Coho,110373,332.25,Westward,L,SPen
1993,Chum,122360,333.87,Westward,L,SPen
1998,Chum,101535,334.98,Central,H,CI
2003,Coho,113642,336.11,Central,H,CI
2014,Chum,107745,339.17,A-Y-K,Z,WAK
1997,Coho,94786,339.24,Westward,M,WAK
1991,Chinook,48319,340.37,A-Y-K,W,WAK
1991,Chinook,52449,340.61,Southeastern,C,SEAK
2000,Sockeye,110349,341.3,A-Y-K,W,WAK
2008,Coho,117053,341.92,Central,T,WAK
2008,Sockeye,113198,342.09,A-Y-K,W,WAK
2009,Chum,108027,342.45,Westward,M,WAK
1997,Coho,90908,343.15,Westward,L,SPen
1986,Chinook,44972,345.84,A-Y-K,W,WAK
1989,Chinook,39760,346.53,Central,T,WAK
2009,Chinook,49705,347.83,Southeastern,A,SEAK
1988,Chum,107967,347.98,A-Y-K,Z,WAK
2005,Chinook,48660,348.96,Southeastern,A,SEAK
2003,Chinook,47940,349.59,Central,T,WAK
1994,Coho,102152,349.71,A-Y-K,Z,WAK
1990,Coho,103317,350.76,Central,T,WAK
1999,Coho,134772,351.38,Central,H,CI
2011,Chum,110555,351.49,A-Y-K,Z,WAK
1987,Chinook,51026,353.19,Southeastern,A,SEAK
1996,Chum,120891,353.73,Westward,L,SPen
2005,Chinook,36119,354.33,Central,E,PWS
1998,Chinook,43696,354.38,A-Y-K,Y,WAK
1997,Chinook,48304,354.63,A-Y-K,W,WAK
2004,Chinook,49995,354.89,Southeastern,C,SEAK
2001,Chinook,41007,360.86,Southeastern,B,SEAK
2015,Chinook,57089,361.84,Southeastern,C,SEAK
1993,Chum,139318,362.2,Central,H,CI
1991,Chinook,35355,362.55,Central,E,PWS
2010,Chum,117805,362.84,A-Y-K,Z,WAK
2001,Coho,121187,363.55,Central,H,CI
1988,Pink,248351,364.24,Westward,M,WAK
1988,Chinook,45869,364.27,Southeastern,A,SEAK
1997,Chum,110021,365.87,Central,H,CI
2005,Sockeye,121441,369.1,A-Y-K,W,WAK
2002,Chinook,44749,369.97,Central,T,WAK
2014,Coho,112767,370.23,A-Y-K,Z,WAK
1991,Coho,117740,370.51,Central,T,WAK
1997,Coho,116136,371.36,Westward,M,SPen
1992,Coho,105453,372.16,A-Y-K,Z,WAK
2013,Chum,119093,373.17,A-Y-K,Z,WAK
2013,Coho,137360,373.38,Central,T,WAK
2002,Chinook,40490,376.47,Central,E,PWS
2008,Chinook,49756,377.52,Southeastern,B,SEAK
1988,Chinook,31805,379.35,Central,E,PWS
1989,Chinook,32006,381.39,Central,E,PWS
1988,Chinook,45347,382.76,Central,T,WAK
2007,Chinook,63121,384.41,Central,T,WAK
1985,Sockeye,121233,385.02,A-Y-K,W,WAK
2013,Chum,125581,386.74,A-Y-K,W,WAK
2003,Chinook,41118,388.3,A-Y-K,Y,WAK
2008,Coho,120309,388.32,A-Y-K,Z,WAK
2003,Coho,103896,389.2,Westward,L,SPen
1987,Chinook,51475,389.51,Southeastern,B,SEAK
1993,Chum,134960,390.78,Westward,M,WAK
2014,Coho,107788,392.93,Westward,M,WAK
2011,Coho,121145,393.02,A-Y-K,W,WAK
1986,Coho,116633,393.35,Westward,L,SPen
2006,Coho,130808,394.37,A-Y-K,Z,WAK
1986,Chinook,53962,396.06,Southeastern,B,SEAK
2006,Chinook,46646,396.24,A-Y-K,Y,WAK
2001,Chinook,41407,396.3,Central,E,PWS
2000,Sockeye,141230,397.29,Southeastern,C,SEAK
1997,Sockeye,123532,397.44,A-Y-K,W,WAK
1998,Sockeye,130074,398.24,A-Y-K,W,WAK
2004,Chinook,39142,398.63,Central,E,PWS
1996,Sockeye,122522,399.28,A-Y-K,W,WAK
2012,Coho,144378,400.53,A-Y-K,W,WAK
1990,Chum,127151,400.82,Westward,M,WAK
1988,Chinook,30774,403.32,Central,H,CI
2014,Coho,140590,404.31,Central,H,CI
2002,Coho,113879,406.05,A-Y-K,W,WAK
1991,Chinook,60470,407.6,Southeastern,A,SEAK
2005,Coho,145794,407.79,Westward,M,SPen
1987,Pink,246775,408.03,Westward,L,SPen
1987,Chum,109467,408.42,A-Y-K,X,WAK
2013,Chinook,59547,411.22,Southeastern,B,SEAK
1992,Chinook,68091,414.16,A-Y-K,W,WAK
2007,Chinook,41149,414.69,Central,E,PWS
1998,Chum,128996,416.24,Westward,L,SPen
2007,Coho,151809,416.3,Westward,M,SPen
2011,Coho,153482,422.44,Westward,M,SPen
2008,Pink,247813,423.37,Southeastern,A,SEAK
1990,Coho,130131,423.54,Westward,L,SPen
2015,Coho,129951,424.55,A-Y-K,Y,WAK
1985,Chinook,64123,425.95,Southeastern,A,SEAK
1985,Chum,134878,426.17,A-Y-K,Z,WAK
2008,Coho,125339,427.16,Westward,M,WAK
2000,Coho,123222,427.98,Westward,L,SPen
1987,Chum,127261,428.16,Westward,L,SPen
2006,Sockeye,149419,430.42,A-Y-K,W,WAK
2014,Chum,131865,431.55,Westward,M,WAK
2007,Chinook,58706,433.7,Southeastern,C,SEAK
1985,Chinook,57659,433.7,Southeastern,B,SEAK
2003,Coho,132486,437.03,Westward,M,SPen
2010,Sockeye,165175,443.29,Southeastern,C,SEAK
2006,Chum,133341,443.64,Westward,M,WAK
2000,Coho,131011,445.01,Central,T,WAK
1987,Chinook,64729,445.19,A-Y-K,W,WAK
2013,Chum,131058,446.89,Westward,M,WAK
2014,Chinook,74635,447.58,Southeastern,A,SEAK
2015,Chinook,67085,448.35,Southeastern,B,SEAK
1986,Sockeye,157143,449.42,Southeastern,C,SEAK
2006,Sockeye,173217,451.58,Southeastern,C,SEAK
1995,Coho,135639,452.96,Westward,M,WAK
1986,Pink,326026,453.31,Southeastern,D,SEAK
2012,Chinook,65440,453.74,Southeastern,B,SEAK
2007,Coho,126136,454.64,A-Y-K,Z,WAK
1988,Chinook,60853,457.7,Southeastern,B,SEAK
1986,Chum,146917,458.96,A-Y-K,Z,WAK
2001,Coho,131448,459.1,Westward,L,SPen
2007,Sockeye,154474,459.33,A-Y-K,W,WAK
2008,Pink,285424,459.65,Central,T,WAK
2012,Chum,153552,460.6,A-Y-K,W,WAK
1986,Sockeye,142029,460.95,A-Y-K,W,WAK
2007,Chinook,62342,461.04,Southeastern,A,SEAK
1989,Chum,138788,461.73,Central,H,CI
2015,Chum,147497,461.98,A-Y-K,Z,WAK
2009,Coho,156297,463.34,Central,H,CI
1992,Chinook,41306,463.89,Central,E,PWS
1986,Chinook,61719,467.04,Southeastern,A,SEAK
1987,Sockeye,154051,467.37,Southeastern,C,SEAK
2000,Chum,120957,468.86,Westward,L,SPen
1986,Chinook,40061,469.01,Central,H,CI
2006,Coho,170106,472.11,Westward,M,SPen
2006,Chum,138090,472.2,A-Y-K,X,WAK
2009,Chinook,64414,472.29,Southeastern,B,SEAK
1997,Coho,164023,472.6,Central,H,CI
1998,Coho,129539,474.38,Westward,L,SPen
2000,Pink,290425,474.4,Westward,M,WAK
1998,Coho,125863,475.4,Central,T,WAK
1988,Chinook,74627,478.74,A-Y-K,W,WAK
1999,Chum,140597,482.82,Westward,L,SPen
1998,Chinook,161206,483.84,Southeastern,D,SEAK
1989,Chum,157177,488.79,Westward,M,WAK
2011,Chum,161886,489.77,Central,H,CI
1996,Coho,125344,490.23,Central,T,WAK
1988,Coho,141126,491.35,Southeastern,D,SEAK
1987,Pink,310820,492.4,Central,H,CI
1986,Chinook,42128,492.86,Central,E,PWS
1998,Coho,134724,492.92,Westward,M,WAK
2006,Chum,136754,494.48,Central,H,CI
2014,Coho,132459,495.01,Westward,L,SPen
1994,Chinook,49326,495.35,Central,E,PWS
1997,Chum,152930,495.37,A-Y-K,Y,WAK
1986,Pink,353927,496.38,Southeastern,A,SEAK
2010,Chinook,63585,497.77,Southeastern,B,SEAK
2014,Pink,319620,498.76,Southeastern,A,SEAK
2003,Chum,158049,498.88,Central,H,CI
2006,Chinook,66601,499.35,Southeastern,C,SEAK
2009,Sockeye,170885,502.33,A-Y-K,W,WAK
1999,Chum,138605,502.99,A-Y-K,X,WAK
1989,Chinook,67003,503.36,A-Y-K,W,WAK
1998,Coho,154194,503.59,Westward,M,SPen
1988,Sockeye,150481,503.95,A-Y-K,W,WAK
2010,Coho,164824,506.47,Westward,M,SPen
2003,Chinook,49278,507.66,Central,E,PWS
2009,Sockeye,173985,509.66,Southeastern,C,SEAK
1999,Sockeye,182667,510.2,Southeastern,C,SEAK
2006,Chinook,66663,513.18,Southeastern,A,SEAK
1997,Coho,159246,514.92,Southeastern,C,SEAK
2010,Coho,159198,516.13,Westward,L,SPen
2014,Pink,352115,516.32,Westward,L,SPen
1997,Chum,142720,517.89,A-Y-K,X,WAK
1987,Chinook,42049,517.99,Central,E,PWS
1992,Chinook,68767,521.34,Central,T,WAK
1992,Chinook,67174,522.26,Southeastern,B,SEAK
2011,Pink,396605,522.66,Central,H,CI
1999,Coho,192503,523.05,Westward,M,SPen
2004,Chinook,56943,525.21,A-Y-K,Y,WAK
1987,Chinook,40619,528.33,Central,H,CI
1998,Sockeye,186900,528.53,Southeastern,C,SEAK
1994,Chum,149452,529.11,A-Y-K,X,WAK
2010,Sockeye,198666,530.58,Southeastern,B,SEAK
1991,Sockeye,191198,530.58,Southeastern,C,SEAK
1987,Chum,138949,532.44,Southeastern,C,SEAK
2009,Chum,157151,535.9,Central,H,CI
2000,Pink,428064,536.6,Westward,L,SPen
1991,Coho,165641,536.64,Westward,L,SPen
2003,Chinook,66133,536.66,Southeastern,A,SEAK
2007,Coho,184389,537.18,Central,H,CI
2002,Chinook,69812,539.43,Southeastern,A,SEAK
1987,Coho,150414,539.69,Westward,L,SPen
2015,Coho,148349,540.46,A-Y-K,W,WAK
1996,Pink,487441,542.76,A-Y-K,Z,WAK
2013,Chum,154965,542.76,Westward,L,SPen
1997,Chum,155905,542.95,Westward,L,SPen
1985,Chinook,43529,543.43,Central,E,PWS
1996,Chinook,152201,546.25,Southeastern,D,SEAK
2013,Coho,158544,546.27,A-Y-K,W,WAK
1998,Coho,178308,546.67,Central,H,CI
2015,Sockeye,216864,548.04,Southeastern,C,SEAK
2007,Chum,147087,548.78,A-Y-K,X,WAK
1985,Coho,172514,550.67,Westward,M,SPen
1997,Chinook,53728,552.91,Central,E,PWS
1986,Coho,182075,555.1,Central,T,WAK
1993,Sockeye,171885,555.95,A-Y-K,W,WAK
2015,Coho,153929,556.32,A-Y-K,Z,WAK
2009,Coho,163467,559.22,A-Y-K,W,WAK
2008,Coho,175861,561.07,Central,H,CI
1985,Chinook,74041,569.9,A-Y-K,W,WAK
1997,Chinook,76838,570.31,Central,T,WAK
2009,Chum,198924,571.89,A-Y-K,Y,WAK
1991,Chum,191283,572.47,Westward,M,WAK
1997,Coho,167579,572.51,A-Y-K,W,WAK
2005,Chinook,77285,572.92,Central,T,WAK
2011,Coho,190483,576.44,Westward,K,Kod
1995,Chinook,73353,576.47,A-Y-K,W,WAK
1999,Chinook,140867,577.12,Southeastern,D,SEAK
1996,Chum,167168,578.26,Central,H,CI
2015,Chum,192169,578.39,Westward,M,WAK
1990,Chinook,84706,580.18,A-Y-K,W,WAK
